,Video title,Comments
6026,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),I see you use Spyder IDE at about 0:58. The data science stack includes PyCharm and VS Code. Which you do you like best? I am still deciding between Spyder and VS Code.
6027,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Yo my dad works for tableu and they lookin for sponsors you should hit them up
6028,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Loving your new videos Ken. Keep doing good work.
6029,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Congrats on the play button, Ken! You are def one of the coolest YouTube channels out there. Great content."
6030,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"7:02 it's a pretty great mouse.
Where did you get it from?😂"
6031,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Has some money saved and thought of getting this after the video, but holy smokes its pretty expensive"
6032,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"I have a laptop that I uninstalled windows 10 from and installed Ubuntu,  is the data science stack available for a single download or is that something to do a download for each program?"
6033,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Awesome new digs in Hawaii. I'm in Chicago burbs. Totally jealous! Hoping for some in depth content about Nvidia RAPIDS.
6034,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Spit my water out when you came out the box at 0:36 

Congrats again on becoming a global ambassador for HP Ken!"
6035,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),I think that I need a computer like this! My Mac keeps crashing with all of the 4k footage!
6036,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Sorry for saying this but the laptop looks ugly AF
6037,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),The B roll and editing is amazing! The pre-installed DS stack + sheer power is incredible! Can't wait to see the cool things you'll do :D
6038,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Man.. I started liking you. But honestly, you are terrible at acting. The first scene when you were bringing the boxes inside.. you were keep looking at the camera.. I enjoyed the video and keep making them.."
6039,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Cool video..cool workstation 🔥
Congrats on your 100k subscribers"
6040,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),7:28 statquest!!
6041,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),San Pellegrino only for professionals
6042,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),great video! and congrats on the 100k plaque!!
6043,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Talking about Virtual Machines, I would love it if you make a step-by-step guide on how to set up one and SSH into it from another computer. Running a dummy script using the resources of the remote machine would go along with it really well."
6044,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Sometimes i comment,  sometimes i don't but i am here."
6045,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Can you get us a discount code in the future maybe?
6046,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Hahaha the intro was weird in a very funny way .. Congrats Ken I'm really happy for you, although I think maybe a box full of tropical fruits might have made u even happier lol :3"
6047,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),My best friend works for HP and this project has been his baby for the past two years. Super excited to his project released to the public!
6048,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"Congratz on the 100,000 subscribers. Well deserved!"
6049,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Have you ever used/owned a Macbook Pro? Just curious to hear your thoughts on how this compares with one of those. Great video as always.
6050,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),haha the intro...The struggle was real
6051,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Really an awesome Product and nice unboxing too.
